Country,Year,Metric_type,Value
Spain,2000.0,Video Mobile,0.0
Spain,2000.0,Display Desktop,11.9698564060194
Spain,2000.0,Cinema,59.3848504082708
Spain,2000.0,Traditional OOH,458.618871903004
Spain,2000.0,Radio,539.842716211418
Spain,2000.0,Magazine,665.282454573816
Spain,2000.0,Newspaper,1945.82208212752
Spain,2000.0,Free TV,2499.75794218583
Sweden,2000.0,Digital OOH,0.0
Sweden,2000.0,Display Mobile,0.0
Sweden,2000.0,Other Mobile,0.0
Sweden,2000.0,Search Desktop,0.0
Sweden,2000.0,Search Mobile,0.0
Sweden,2000.0,Social Desktop,0.0
Sweden,2000.0,Social Mobile,0.0
Sweden,2000.0,Video Desktop,0.0
Sweden,2000.0,Video Mobile,0.0
Sweden,2000.0,Pay TV,0.0
Sweden,2000.0,Cinema,7.19343846726122
Sweden,2000.0,Other Desktop,42.8896828531278
Sweden,2000.0,Radio,54.4091038511347
Sweden,2000.0,Magazine,58.9711325624328
Sweden,2000.0,Display Desktop,59.3660736427344
Sweden,2000.0,Traditional OOH,77.904424258567
Sweden,2000.0,Free TV,361.861837119995
Sweden,2000.0,Newspaper,857.635680630436
Switzerland,2000.0,Digital OOH,0.0
Switzerland,2000.0,Display Mobile,0.0
Switzerland,2000.0,Other Desktop,0.0
Switzerland,2000.0,Other Mobile,0.0
Switzerland,2000.0,Pay TV,0.0
Switzerland,2000.0,Search Desktop,0.0
Switzerland,2000.0,Search Mobile,0.0
Switzerland,2000.0,Social Desktop,0.0
Switzerland,2000.0,Social Mobile,0.0
Switzerland,2000.0,Video Desktop,0.0
Switzerland,2000.0,Video Mobile,0.0
Switzerland,2000.0,Cinema,33.4828657690019
Switzerland,2000.0,Display Desktop,65.8104106685356
Switzerland,2000.0,Radio,86.408675760848
Switzerland,2000.0,Traditional OOH,320.083577583357
Switzerland,2000.0,Free TV,354.200630275249
Switzerland,2000.0,Magazine,527.139299645194
Switzerland,2000.0,Newspaper,1658.32910946074
Taiwan,2000.0,Display Mobile,0.0
Taiwan,2000.0,Other Desktop,0.0
Taiwan,2000.0,Other Mobile,0.0
Taiwan,2000.0,Search Mobile,0.0
Taiwan,2000.0,Social Desktop,0.0
Taiwan,2000.0,Social Mobile,0.0
Taiwan,2000.0,Video Desktop,0.0
Taiwan,2000.0,Video Mobile,0.0
Taiwan,2000.0,Cinema,4.32410793308753
Taiwan,2000.0,Search Desktop,6.6335344566312
Taiwan,2000.0,Digital OOH,10.8325079953179
Taiwan,2000.0,Traditional OOH,43.2412276580727
Taiwan,2000.0,Display Desktop,15.7238593296595
Taiwan,2000.0,Radio,83.1576856795114
Taiwan,2000.0,Magazine,144.446137224645
Taiwan,2000.0,Free TV,230.681018496709
Taiwan,2000.0,Pay TV,459.944286935458
Taiwan,2000.0,Newspaper,525.670728763576
Turkey,2000.0,Digital OOH,0.0
Turkey,2000.0,Display Desktop,0.0
Turkey,2000.0,Display Mobile,0.0
Turkey,2000.0,Other Desktop,0.0
Turkey,2000.0,Other Mobile,0.0
Turkey,2000.0,Pay TV,0.0
Turkey,2000.0,Search Desktop,0.0
Turkey,2000.0,Search Mobile,0.0
Turkey,2000.0,Social Desktop,0.0
Turkey,2000.0,Social Mobile,0.0
Turkey,2000.0,Video Desktop,0.0
Turkey,2000.0,Video Mobile,0.0
Turkey,2000.0,Cinema,0.254380304760013
Turkey,2000.0,Magazine,1.31223010870104
Turkey,2000.0,Radio,1.47044224946642
Turkey,2000.0,Traditional OOH,1.76515113912741
Turkey,2000.0,Newspaper,7.11954633444185
Turkey,2000.0,Free TV,8.82575569563706
Ukraine,2000.0,Digital OOH,0.0
Ukraine,2000.0,Display Mobile,0.0
Ukraine,2000.0,Other Desktop,0.0
Ukraine,2000.0,Other Mobile,0.0
Ukraine,2000.0,Pay TV,0.0
Ukraine,2000.0,Search Mobile,0.0
Ukraine,2000.0,Social Desktop,0.0
Ukraine,2000.0,Social Mobile,0.0
Ukraine,2000.0,Video Desktop,0.0
Ukraine,2000.0,Video Mobile,0.0
Ukraine,2000.0,Search Desktop,0.0108646163126917
Ukraine,2000.0,Cinema,0.268922678217059
Ukraine,2000.0,Display Desktop,1.43505240871759
Ukraine,2000.0,Radio,2.03403334796903
Ukraine,2000.0,Newspaper,2.56288201844098
Ukraine,2000.0,Magazine,4.55623469945063
Ukraine,2000.0,Traditional OOH,9.66165840285289
Ukraine,2000.0,Free TV,25.9763008813545
United Arab Emirates,2000.0,Cinema,0.0
United Arab Emirates,2000.0,Digital OOH,0.0
United Arab Emirates,2000.0,Display Desktop,0.0
United Arab Emirates,2000.0,Display Mobile,0.0
United Arab Emirates,2000.0,Free TV,0.0
United Arab Emirates,2000.0,Magazine,0.0
United Arab Emirates,2000.0,Newspaper,0.0
United Arab Emirates,2000.0,Other Desktop,0.0
United Arab Emirates,2000.0,Other Mobile,0.0
United Arab Emirates,2000.0,Pay TV,0.0
United Arab Emirates,2000.0,Radio,0.0
United Arab Emirates,2000.0,Search Desktop,0.0
United Arab Emirates,2000.0,Search Mobile,0.0
United Arab Emirates,2000.0,Social Desktop,0.0
United Arab Emirates,2000.0,Social Mobile,0.0
United Arab Emirates,2000.0,Traditional OOH,0.0
United Arab Emirates,2000.0,Video Desktop,0.0
United Arab Emirates,2000.0,Video Mobile,0.0
United States,2000.0,Digital OOH,0.0
United States,2000.0,Display Mobile,0.0
United States,2000.0,Other Mobile,0.0
United States,2000.0,Search Mobile,0.0
United States,2000.0,Social Desktop,0.0
United States,2000.0,Social Mobile,0.0
United States,2000.0,Video Desktop,0.0
United States,2000.0,Video Mobile,0.0
United States,2000.0,Search Desktop,117.708
United States,2000.0,Cinema,135.334579966808
United States,2000.0,Other Desktop,1189.315
United States,2000.0,Traditional OOH,5099.66542003319
United States,2000.0,Display Desktop,0.0
United States,2000.0,Pay TV,14771.2877369774
United States,2000.0,Magazine,18222.6711247397
United States,2000.0,Radio,20360.8830172995
United States,2000.0,Free TV,32042.4862301407
United States,2000.0,Newspaper,51316.1804332051
Uruguay,2000.0,Cinema,0.0
Uruguay,2000.0,Digital OOH,0.0
Uruguay,2000.0,Display Desktop,0.0
Uruguay,2000.0,Display Mobile,0.0
Uruguay,2000.0,Other Desktop,0.0
Uruguay,2000.0,Other Mobile,0.0
Uruguay,2000.0,Pay TV,0.0
Uruguay,2000.0,Search Desktop,0.0
Uruguay,2000.0,Search Mobile,0.0
Uruguay,2000.0,Social Desktop,0.0
Uruguay,2000.0,Social Mobile,0.0
Uruguay,2000.0,Video Desktop,0.0
Uruguay,2000.0,Video Mobile,0.0
Uruguay,2000.0,Magazine,0.338148291037384
Uruguay,2000.0,Traditional OOH,2.14138766299691
Uruguay,2000.0,Radio,3.12502407227357
Uruguay,2000.0,Newspaper,12.0815476922817
Uruguay,2000.0,Free TV,12.180620409044
Vietnam,2000.0,Cinema,0.0
Vietnam,2000.0,Digital OOH,0.0
Vietnam,2000.0,Display Desktop,0.0
Vietnam,2000.0,Display Mobile,0.0
Vietnam,2000.0,Free TV,0.0
Vietnam,2000.0,Magazine,0.0
Vietnam,2000.0,Newspaper,0.0
Vietnam,2000.0,Other Desktop,0.0
Vietnam,2000.0,Other Mobile,0.0
Vietnam,2000.0,Pay TV,0.0
Vietnam,2000.0,Radio,0.0
Vietnam,2000.0,Search Desktop,0.0
Vietnam,2000.0,Search Mobile,0.0
Vietnam,2000.0,Social Desktop,0.0
Vietnam,2000.0,Social Mobile,0.0
Vietnam,2000.0,Traditional OOH,0.0
Vietnam,2000.0,Video Desktop,0.0
Vietnam,2000.0,Video Mobile,0.0
Brazil,2000.0,Cinema,0.0
Brazil,2000.0,Digital OOH,0.0
Brazil,2000.0,Display Desktop,0.0
Brazil,2000.0,Display Mobile,0.0
Brazil,2000.0,Other Desktop,0.0
Brazil,2000.0,Other Mobile,0.0
Brazil,2000.0,Search Mobile,0.0
Brazil,2000.0,Social Desktop,0.0
Brazil,2000.0,Social Mobile,0.0
Brazil,2000.0,Video Desktop,0.0
Brazil,2000.0,Video Mobile,0.0
Brazil,2000.0,Search Desktop,3.99558516060299
Brazil,2000.0,Pay TV,35.6827499533911
Brazil,2000.0,Radio,73.9027137306173
Brazil,2000.0,Traditional OOH,111.611522053416
Brazil,2000.0,Magazine,393.809716691648
Brazil,2000.0,Newspaper,346.619675815742
Brazil,2000.0,Free TV,1257.01761741828
Bulgaria,2000.0,Cinema,
Bulgaria,2000.0,Digital OOH,0.0
Bulgaria,2000.0,Display Desktop,0.0
Bulgaria,2000.0,Display Mobile,0.0
Bulgaria,2000.0,Other Desktop,0.0
Bulgaria,2000.0,Other Mobile,0.0
Bulgaria,2000.0,Pay TV,0.0
Bulgaria,2000.0,Search Desktop,0.0
Bulgaria,2000.0,Search Mobile,0.0
Bulgaria,2000.0,Social Desktop,0.0
Bulgaria,2000.0,Social Mobile,0.0
Bulgaria,2000.0,Video Desktop,0.0
Bulgaria,2000.0,Video Mobile,0.0
Bulgaria,2000.0,Radio,1.79012663665114
Bulgaria,2000.0,Magazine,1.9842181435008
Bulgaria,2000.0,Traditional OOH,5.53770308327937
Bulgaria,2000.0,Newspaper,6.96942232448888
Bulgaria,2000.0,Free TV,15.9629792111608
Canada,2000.0,Digital OOH,0.0
Canada,2000.0,Display Mobile,0.0
Canada,2000.0,Other Desktop,0.0
Canada,2000.0,Other Mobile,0.0
Canada,2000.0,Search Mobile,0.0
Canada,2000.0,Social Desktop,0.0
Canada,2000.0,Social Mobile,0.0
Canada,2000.0,Video Desktop,0.0
Canada,2000.0,Video Mobile,0.0
Canada,2000.0,Search Desktop,1.31320721680321
Canada,2000.0,Cinema,23.4254280690747
Canada,2000.0,Display Desktop,70.1836301424829
Canada,2000.0,Traditional OOH,189.533008922513
Canada,2000.0,Pay TV,277.050244767234
Canada,2000.0,Magazine,374.993616353807
Canada,2000.0,Radio,730.289124455566
Canada,2000.0,Free TV,1510.37068921492
Canada,2000.0,Newspaper,2504.57798626968
Czech Republic,2000.0,Digital OOH,0.0
Czech Republic,2000.0,Display Mobile,0.0
Czech Republic,2000.0,Other Desktop,0.0
Czech Republic,2000.0,Other Mobile,0.0
Czech Republic,2000.0,Pay TV,0.0
Czech Republic,2000.0,Search Desktop,0.0
Czech Republic,2000.0,Search Mobile,0.0
Czech Republic,2000.0,Social Desktop,0.0
Czech Republic,2000.0,Social Mobile,0.0
Czech Republic,2000.0,Video Desktop,0.0
Czech Republic,2000.0,Video Mobile,0.0
Czech Republic,2000.0,Cinema,0.82176516711119
Czech Republic,2000.0,Display Desktop,4.16457835586082
Czech Republic,2000.0,Traditional OOH,15.3878235499469
Czech Republic,2000.0,Radio,43.6849893546412
Czech Republic,2000.0,Newspaper,91.021570117142
Czech Republic,2000.0,Magazine,99.6994690595019
Czech Republic,2000.0,Free TV,307.333150245272
Finland,2000.0,Digital OOH,0.0
Finland,2000.0,Display Mobile,0.0
Finland,2000.0,Other Desktop,0.0
Finland,2000.0,Other Mobile,0.0
Finland,2000.0,Search Desktop,0.0
Finland,2000.0,Search Mobile,0.0
Finland,2000.0,Social Desktop,0.0
Finland,2000.0,Social Mobile,0.0
Finland,2000.0,Video Desktop,0.0
Finland,2000.0,Video Mobile,0.0
Finland,2000.0,Pay TV,0.0
Finland,2000.0,Cinema,2.15162501479242
Finland,2000.0,Display Desktop,12.9097500887545
Finland,2000.0,Traditional OOH,37.6534377588673
Finland,2000.0,Radio,40.880875281056
Finland,2000.0,Magazine,205.480188912676
Finland,2000.0,Free TV,228.918916011317
Finland,2000.0,Newspaper,685.292567211386
Hungary,2000.0,Digital OOH,0.0
Hungary,2000.0,Display Mobile,0.0
Hungary,2000.0,Other Desktop,0.0
Hungary,2000.0,Other Mobile,0.0
Hungary,2000.0,Pay TV,0.0
Hungary,2000.0,Search Desktop,0.0
Hungary,2000.0,Search Mobile,0.0
Hungary,2000.0,Social Desktop,0.0
Hungary,2000.0,Social Mobile,0.0
Hungary,2000.0,Video Desktop,0.0
Hungary,2000.0,Video Mobile,0.0
Hungary,2000.0,Display Desktop,2.05763355810025
Hungary,2000.0,Cinema,2.98260929813621
Hungary,2000.0,Radio,30.0480502760363
Hungary,2000.0,Traditional OOH,40.3968682879512
Hungary,2000.0,Magazine,73.3848663106702
Hungary,2000.0,Free TV,75.1720596795399
Hungary,2000.0,Newspaper,76.4808819655281
Japan,2000.0,Display Desktop,0.0
Japan,2000.0,Display Mobile,0.0
Japan,2000.0,Other Desktop,0.0
Japan,2000.0,Other Mobile,0.0
Japan,2000.0,Search Desktop,0.0
Japan,2000.0,Search Mobile,0.0
Japan,2000.0,Social Desktop,0.0
Japan,2000.0,Social Mobile,0.0
Japan,2000.0,Video Desktop,0.0
Japan,2000.0,Video Mobile,0.0
Japan,2000.0,Digital OOH,78.6604010025062
Japan,2000.0,Pay TV,168.369642053852
Japan,2000.0,Cinema,211.778002699055
Japan,2000.0,Radio,1330.89133089133
Japan,2000.0,Magazine,2807.66017608122
Japan,2000.0,Traditional OOH,3494.37475098001
Japan,2000.0,Newspaper,8016.1943319838
Japan,2000.0,Free TV,12026.0266049739
Lithuania,2000.0,Digital OOH,0.0
Lithuania,2000.0,Display Desktop,0.0
Lithuania,2000.0,Display Mobile,0.0
Lithuania,2000.0,Other Desktop,0.0
Lithuania,2000.0,Other Mobile,0.0
Lithuania,2000.0,Pay TV,0.0
Lithuania,2000.0,Search Desktop,0.0
Lithuania,2000.0,Search Mobile,0.0
Lithuania,2000.0,Social Desktop,0.0
Lithuania,2000.0,Social Mobile,0.0
Lithuania,2000.0,Video Desktop,0.0
Lithuania,2000.0,Video Mobile,0.0
Lithuania,2000.0,Cinema,0.899577660510923
Lithuania,2000.0,Traditional OOH,10.8693259435739
Lithuania,2000.0,Radio,16.5001167395263
Lithuania,2000.0,Magazine,25.2226187309895
Lithuania,2000.0,Newspaper,59.0959031314244
Lithuania,2000.0,Free TV,62.3182487187797
New Zealand,2000.0,Digital OOH,0.0
New Zealand,2000.0,Display Desktop,0.0
New Zealand,2000.0,Display Mobile,0.0
New Zealand,2000.0,Other Desktop,0.0
New Zealand,2000.0,Other Mobile,0.0
New Zealand,2000.0,Search Desktop,0.0
New Zealand,2000.0,Search Mobile,0.0
New Zealand,2000.0,Social Desktop,0.0
New Zealand,2000.0,Social Mobile,0.0
New Zealand,2000.0,Video Desktop,0.0
New Zealand,2000.0,Video Mobile,0.0
New Zealand,2000.0,Cinema,6.16483233439253
New Zealand,2000.0,Pay TV,11.0743739895585
New Zealand,2000.0,Traditional OOH,39.9968473104106
New Zealand,2000.0,Magazine,238.556286663946
New Zealand,2000.0,Radio,93.6161154584796
New Zealand,2000.0,Newspaper,362.443630411772
New Zealand,2000.0,Free TV,241.468854499176
Romania,2000.0,Digital OOH,0.0
Romania,2000.0,Display Desktop,0.0
Romania,2000.0,Display Mobile,0.0
Romania,2000.0,Other Desktop,0.0
Romania,2000.0,Other Mobile,0.0
Romania,2000.0,Pay TV,0.0
Romania,2000.0,Search Desktop,0.0
Romania,2000.0,Search Mobile,0.0
Romania,2000.0,Social Desktop,0.0
Romania,2000.0,Social Mobile,0.0
Romania,2000.0,Video Desktop,0.0
Romania,2000.0,Video Mobile,0.0
Romania,2000.0,Cinema,0.0135014058631148
Romania,2000.0,Radio,4.9689943
Romania,2000.0,Traditional OOH,13.4879044572517
Romania,2000.0,Magazine,14.7641338
Romania,2000.0,Newspaper,30.95808535
Romania,2000.0,Free TV,63.3912644
Slovenia,2000.0,Cinema,0.0
Slovenia,2000.0,Digital OOH,0.0
Slovenia,2000.0,Display Mobile,0.0
Slovenia,2000.0,Other Desktop,0.0
Slovenia,2000.0,Other Mobile,0.0
Slovenia,2000.0,Pay TV,0.0
Slovenia,2000.0,Search Desktop,0.0
Slovenia,2000.0,Search Mobile,0.0
Slovenia,2000.0,Social Desktop,0.0
Slovenia,2000.0,Social Mobile,0.0
Slovenia,2000.0,Video Desktop,0.0
Slovenia,2000.0,Video Mobile,0.0
Slovenia,2000.0,Display Desktop,0.227966158054216
Slovenia,2000.0,Radio,12.6523856650784
Slovenia,2000.0,Newspaper,16.3626876916733
Slovenia,2000.0,Magazine,17.3009658738546
Slovenia,2000.0,Traditional OOH,17.8502310034502
Slovenia,2000.0,Free TV,37.5849605567068
Thailand,2000.0,Display Desktop,0.0
Thailand,2000.0,Display Mobile,0.0
Thailand,2000.0,Other Mobile,0.0
Thailand,2000.0,Pay TV,0.0
Thailand,2000.0,Search Desktop,0.0
Thailand,2000.0,Search Mobile,0.0
Thailand,2000.0,Social Desktop,0.0
Thailand,2000.0,Social Mobile,0.0
Thailand,2000.0,Video Desktop,0.0
Thailand,2000.0,Video Mobile,0.0
Thailand,2000.0,Digital OOH,0.891576869463394
Thailand,2000.0,Other Desktop,1.38140279093544
Thailand,2000.0,Cinema,2.63581762161759
Thailand,2000.0,Traditional OOH,61.5571717021545
Thailand,2000.0,Magazine,73.5373957609451
Thailand,2000.0,Radio,137.356671299513
Thailand,2000.0,Newspaper,513.051598332175
Thailand,2000.0,Free TV,905.841623647373
United Kingdom,2000.0,Digital OOH,0.0
United Kingdom,2000.0,Display Mobile,0.0
United Kingdom,2000.0,Other Desktop,0.0
United Kingdom,2000.0,Other Mobile,0.0
United Kingdom,2000.0,Search Mobile,0.0
United Kingdom,2000.0,Social Desktop,0.0
United Kingdom,2000.0,Social Mobile,0.0
United Kingdom,2000.0,Video Desktop,0.0
United Kingdom,2000.0,Video Mobile,0.0
United Kingdom,2000.0,Search Desktop,38.380869997452
United Kingdom,2000.0,Cinema,98.292307884637
United Kingdom,2000.0,Display Desktop,130.021874037001
United Kingdom,2000.0,Pay TV,549.963760923103
United Kingdom,2000.0,Radio,631.833581277893
United Kingdom,2000.0,Traditional OOH,653.511019989748
United Kingdom,2000.0,Magazine,2145.96017051918
United Kingdom,2000.0,Free TV,3733.24309984873
United Kingdom,2000.0,Newspaper,5328.18692102861
Chile,2000.0,Digital OOH,0.0
Chile,2000.0,Display Mobile,0.0
Chile,2000.0,Other Desktop,0.0
Chile,2000.0,Other Mobile,0.0
Chile,2000.0,Search Mobile,0.0
Chile,2000.0,Social Desktop,0.0
Chile,2000.0,Social Mobile,0.0
Chile,2000.0,Video Desktop,0.0
Chile,2000.0,Video Mobile,0.0
Chile,2000.0,Search Desktop,0.202902288833032
Chile,2000.0,Display Desktop,0.931439238647778
Chile,2000.0,Cinema,1.4148698534109
Chile,2000.0,Pay TV,23.7878517487146
Chile,2000.0,Magazine,15.4808365328325
Chile,2000.0,Traditional OOH,20.2264066534691
Chile,2000.0,Radio,37.9664748050647
Chile,2000.0,Newspaper,89.8583175579773
Chile,2000.0,Free TV,120.991370895796
Sri Lanka,2000.0,Cinema,0.0
Sri Lanka,2000.0,Digital OOH,0.0
Sri Lanka,2000.0,Display Desktop,0.0
Sri Lanka,2000.0,Display Mobile,0.0
Sri Lanka,2000.0,Magazine,0.0
Sri Lanka,2000.0,Newspaper,0.0
Sri Lanka,2000.0,Other Desktop,0.0
Sri Lanka,2000.0,Other Mobile,0.0
Sri Lanka,2000.0,Pay TV,0.0
Sri Lanka,2000.0,Radio,0.0
Sri Lanka,2000.0,Search Desktop,0.0
Sri Lanka,2000.0,Search Mobile,0.0
Sri Lanka,2000.0,Social Desktop,0.0
Sri Lanka,2000.0,Social Mobile,0.0
Sri Lanka,2000.0,Traditional OOH,0.0
Sri Lanka,2000.0,Video Desktop,0.0
Sri Lanka,2000.0,Video Mobile,0.0
Sri Lanka,2000.0,Free TV,47.9235462747329
Peru,2000.0,Cinema,0.0
Peru,2000.0,Digital OOH,0.0
Peru,2000.0,Display Desktop,0.0
Peru,2000.0,Display Mobile,0.0
Peru,2000.0,Other Desktop,0.0
Peru,2000.0,Other Mobile,0.0
Peru,2000.0,Search Desktop,0.0
Peru,2000.0,Search Mobile,0.0
Peru,2000.0,Social Desktop,0.0
Peru,2000.0,Social Mobile,0.0
Peru,2000.0,Video Desktop,0.0
Peru,2000.0,Video Mobile,0.0
Peru,2000.0,Magazine,4.54545454545454
Peru,2000.0,Pay TV,6.56485069523592
Peru,2000.0,Traditional OOH,20.5090909090909
Peru,2000.0,Radio,26.063829787234
Peru,2000.0,Newspaper,64.4470588235294
Peru,2000.0,Free TV,79.8350312730451
Argentina,2001.0,Digital OOH,0.0
Argentina,2001.0,Display Desktop,0.0
Argentina,2001.0,Display Mobile,0.0
Argentina,2001.0,Other Desktop,0.0
Argentina,2001.0,Other Mobile,0.0
Argentina,2001.0,Search Desktop,0.0
Argentina,2001.0,Search Mobile,0.0
Argentina,2001.0,Social Desktop,0.0
Argentina,2001.0,Social Mobile,0.0
Argentina,2001.0,Video Desktop,0.0
Argentina,2001.0,Video Mobile,0.0
Argentina,2001.0,Cinema,0.0497718318641761
Argentina,2001.0,Pay TV,0.108947398700033
Argentina,2001.0,Traditional OOH,0.191037669000311
Argentina,2001.0,Radio,0.30531091906004
Argentina,2001.0,Magazine,0.270967056640696
Argentina,2001.0,Newspaper,0.81187612941704
Argentina,2001.0,Free TV,0.750909919789482
Australia,2001.0,Digital OOH,0.0
Australia,2001.0,Display Mobile,0.0
Australia,2001.0,Other Desktop,0.0
Australia,2001.0,Other Mobile,0.0
Australia,2001.0,Pay TV,0.0
Australia,2001.0,Search Mobile,0.0
Australia,2001.0,Social Desktop,0.0
Australia,2001.0,Social Mobile,0.0
Australia,2001.0,Video Desktop,0.0
Australia,2001.0,Video Mobile,0.0
Australia,2001.0,Search Desktop,30.6755030711063
Australia,2001.0,Cinema,23.8390809641826
Australia,2001.0,Display Desktop,40.0085657851235
Australia,2001.0,Traditional OOH,189.484575379459
Australia,2001.0,Radio,447.697143962843
Australia,2001.0,Magazine,415.195598974322
Australia,2001.0,Free TV,1983.8358504299
Australia,2001.0,Newspaper,1936.48996713052
Austria,2001.0,Digital OOH,0.0
Austria,2001.0,Display Mobile,0.0
Austria,2001.0,Other Desktop,0.0
Austria,2001.0,Other Mobile,0.0
Austria,2001.0,Pay TV,0.0
Austria,2001.0,Search Mobile,0.0
Austria,2001.0,Social Desktop,0.0
Austria,2001.0,Social Mobile,0.0
Austria,2001.0,Video Desktop,0.0
Austria,2001.0,Video Mobile,0.0
Austria,2001.0,Search Desktop,1.64356094229329
Austria,2001.0,Cinema,7.58065678147862
Austria,2001.0,Display Desktop,11.2290255780859
Austria,2001.0,Traditional OOH,96.730974425807
Austria,2001.0,Radio,131.812636808357
Austria,2001.0,Magazine,315.387544784185
Austria,2001.0,Free TV,364.28523550808
Austria,2001.0,Newspaper,543.026183300006
Bahrain,2001.0,Cinema,0.0
Bahrain,2001.0,Digital OOH,0.0
Bahrain,2001.0,Display Desktop,0.0
Bahrain,2001.0,Display Mobile,0.0
Bahrain,2001.0,Free TV,0.0
Bahrain,2001.0,Magazine,0.0
Bahrain,2001.0,Newspaper,0.0
Bahrain,2001.0,Other Desktop,0.0
Bahrain,2001.0,Other Mobile,0.0
Bahrain,2001.0,Pay TV,0.0
Bahrain,2001.0,Radio,0.0
Bahrain,2001.0,Search Desktop,0.0
Bahrain,2001.0,Search Mobile,0.0
Bahrain,2001.0,Social Desktop,0.0
Bahrain,2001.0,Social Mobile,0.0
Bahrain,2001.0,Traditional OOH,0.0
Bahrain,2001.0,Video Desktop,0.0
Bahrain,2001.0,Video Mobile,0.0
Belgium,2001.0,Digital OOH,0.0
Belgium,2001.0,Display Mobile,0.0
Belgium,2001.0,Other Desktop,0.0
Belgium,2001.0,Other Mobile,0.0
Belgium,2001.0,Pay TV,0.0
Belgium,2001.0,Search Mobile,0.0
Belgium,2001.0,Social Desktop,0.0
Belgium,2001.0,Social Mobile,0.0
Belgium,2001.0,Video Desktop,0.0
Belgium,2001.0,Video Mobile,0.0
Belgium,2001.0,Search Desktop,0.0600332187020768
Belgium,2001.0,Display Desktop,0.0667583856658538
Belgium,2001.0,Cinema,22.9836892224973
Belgium,2001.0,Traditional OOH,143.467491284013
Belgium,2001.0,Radio,185.903403052962
Belgium,2001.0,Magazine,199.02443436408
Belgium,2001.0,Newspaper,216.813840605459
Belgium,2001.0,Free TV,566.974854788062
China,2001.0,Display Mobile,0.0
China,2001.0,Other Desktop,0.0
China,2001.0,Other Mobile,0.0
China,2001.0,Search Mobile,0.0
China,2001.0,Social Desktop,0.0
China,2001.0,Social Mobile,0.0
China,2001.0,Video Desktop,0.0
China,2001.0,Video Mobile,0.0
China,2001.0,Digital OOH,0.474941701284694
China,2001.0,Cinema,0.712412551927041
China,2001.0,Search Desktop,8.16287255268511
China,2001.0,Display Desktop,53.7264814703644
China,2001.0,Pay TV,60.2245224120786
China,2001.0,Magazine,164.241218946744
China,2001.0,Radio,253.107056695648
China,2001.0,Traditional OOH,473.754347031481
China,2001.0,Newspaper,2183.99980057224
China,2001.0,Free TV,3471.10962155814
Colombia,2001.0,Digital OOH,0.0
Colombia,2001.0,Display Desktop,0.0
Colombia,2001.0,Display Mobile,0.0
Colombia,2001.0,Other Desktop,0.0
Colombia,2001.0,Other Mobile,0.0
Colombia,2001.0,Pay TV,0.0
Colombia,2001.0,Search Desktop,0.0
Colombia,2001.0,Search Mobile,0.0
Colombia,2001.0,Social Desktop,0.0
Colombia,2001.0,Social Mobile,0.0
Colombia,2001.0,Video Desktop,0.0
Colombia,2001.0,Video Mobile,0.0
Colombia,2001.0,Cinema,0.258400819306927
Colombia,2001.0,Traditional OOH,5.02695524092393
Colombia,2001.0,Newspaper,12.4446867162901
Colombia,2001.0,Radio,38.9091452358277
Colombia,2001.0,Magazine,52.5073489498484
Colombia,2001.0,Free TV,132.735555699544
Costa Rica,2001.0,Cinema,0.0
Costa Rica,2001.0,Digital OOH,0.0
Costa Rica,2001.0,Display Desktop,0.0
Costa Rica,2001.0,Display Mobile,0.0
Costa Rica,2001.0,Other Desktop,0.0
Costa Rica,2001.0,Other Mobile,0.0
Costa Rica,2001.0,Pay TV,0.0
Costa Rica,2001.0,Search Desktop,0.0
Costa Rica,2001.0,Search Mobile,0.0
Costa Rica,2001.0,Social Desktop,0.0
Costa Rica,2001.0,Social Mobile,0.0
Costa Rica,2001.0,Video Desktop,0.0
Costa Rica,2001.0,Video Mobile,0.0
Costa Rica,2001.0,Traditional OOH,4.16244308789677
Costa Rica,2001.0,Magazine,9.33816169903965
Costa Rica,2001.0,Radio,21.3320869890733
Costa Rica,2001.0,Newspaper,48.0784711880363
Costa Rica,2001.0,Free TV,71.4436393422535
Croatia,2001.0,Cinema,0.0
Croatia,2001.0,Digital OOH,0.0
Croatia,2001.0,Display Desktop,0.0
Croatia,2001.0,Display Mobile,0.0
Croatia,2001.0,Other Desktop,0.0
Croatia,2001.0,Other Mobile,0.0
Croatia,2001.0,Pay TV,0.0
Croatia,2001.0,Search Desktop,0.0
Croatia,2001.0,Search Mobile,0.0
Croatia,2001.0,Social Desktop,0.0
Croatia,2001.0,Social Mobile,0.0
Croatia,2001.0,Video Desktop,0.0
Croatia,2001.0,Video Mobile,0.0
Croatia,2001.0,Radio,14.2513892278558
Croatia,2001.0,Traditional OOH,20.9410507130917
Croatia,2001.0,Magazine,23.6607236965902
Croatia,2001.0,Newspaper,33.704604476417
Croatia,2001.0,Free TV,116.974270254523
Denmark,2001.0,Digital OOH,0.0
Denmark,2001.0,Display Mobile,0.0
Denmark,2001.0,Other Desktop,0.0
Denmark,2001.0,Other Mobile,0.0
Denmark,2001.0,Pay TV,0.0
Denmark,2001.0,Search Mobile,0.0
Denmark,2001.0,Social Desktop,0.0
Denmark,2001.0,Social Mobile,0.0
Denmark,2001.0,Video Desktop,0.0
Denmark,2001.0,Video Mobile,0.0
Denmark,2001.0,Search Desktop,0.0
Denmark,2001.0,Display Desktop,5.769333396796
Denmark,2001.0,Cinema,7.211666745995
Denmark,2001.0,Radio,33.7506003712566
